,Pic_id,MetaphorOccurrence,TargetCategory,SourceCategory,MetaphoricalSenseCategory,SentimentCategory
2104,27148.jpg,0,,,,0
2105,27164.jpg,0,,,,1
2106,27170.jpg,0,,,,1
2107,27174.jpg,0,,,,0
2108,27185.jpg,1,12,11,3,0
2109,27188.jpg,1,12,6,7,0
2110,27203.jpg,0,,,,0
2111,27208.jpg,1,12,11,7,1
2112,27217.jpg,1,12,10,7,0
2113,27225.jpg,0,,,,0
2114,27249.jpg,0,,,,0
2115,27251.jpg,0,,,,0
2116,27253.jpg,0,,,,1
2117,27255.jpg,1,12,12,3,1
2118,27266.jpg,1,10,10,7,1
2119,27268.jpg,1,11,7,8,0
2120,27270.jpg,0,,,,0
2121,27272.jpg,1,12,10,7,0
2122,273.jpg,1,12,11,3,1
2123,27304.jpg,1,12,11,7,1
2124,27309.jpg,0,,,,0
2125,27310.jpg,1,12,12,1,0
2126,27338.jpg,1,12,10,7,0
2127,27353.jpg,0,,,,0
2128,27355.jpg,1,12,10,7,0
2129,27363.jpg,0,,,,0
2130,27371.jpg,0,,,,0
2131,27390.jpg,0,,,,1
2132,27395.jpg,1,12,13,8,0
2133,27396.jpg,1,12,11,7,1
2134,27399.jpg,1,10,10,7,1
2135,27409.jpg,0,,,,0
2136,27412.jpg,0,,,,0
2137,27420.jpg,1,12,11,3,0
2138,27450.jpg,0,,,,0
2139,27451.jpg,1,12,8,3,1
2140,27460.jpg,0,,,,0
2141,27468.jpg,0,,,,0
2142,27473.jpg,0,,,,0
2143,27478.jpg,1,12,7,7,0
2144,2748.jpg,0,,,,0
2145,27504.jpg,0,,,,1
2146,27506.jpg,0,,,,0
2147,2751.jpg,0,,,,0
2148,27518.jpg,0,,,,0
2149,27531.jpg,0,,,,1
2150,27532.jpg,0,,,,0
2151,27533.jpg,0,,,,0
2152,27536.jpg,0,,,,1
2153,27553.jpg,0,,,,0
2154,27560.jpg,0,,,,0
2155,27579.jpg,0,,,,0
2156,2758.jpg,0,,,,0
2157,27580.jpg,0,,,,1
2158,27590.jpg,0,,,,1
2159,27596.jpg,0,,,,0
2160,27603.jpg,0,,,,1
2161,27606.jpg,0,,,,0
2162,27609.jpg,0,,,,0
2163,27619.jpg,0,12,3,8,0
2164,27622.jpg,1,12,8,3,1
2165,27628.jpg,0,,,,0
2166,27634.jpg,0,,,,0
2167,27637.jpg,0,,,,0
2168,27638.jpg,1,12,11,3,1
2169,2764.jpg,0,,,,0
2170,27661.jpg,0,,,,1
2171,27663.jpg,1,12,11,7,1
2172,27664.jpg,0,,,,0
2173,27677.jpg,1,12,11,7,0
2174,27684.jpg,0,,,,1
2175,27686.jpg,0,,,,0
2176,2769.jpg,0,,,,1
2177,27690.jpg,1,10,11,7,1
2178,2771.jpg,0,,,,0
2179,27710.jpg,1,12,13,7,1
2180,27714.jpg,1,12,11,3,0
2181,27719.jpg,0,,,,1
2182,27730.jpg,1,12,13,3,0
2183,27734.jpg,0,,,,0
2184,27737.jpg,0,,,,0
2185,27738.jpg,1,12,6,3,1
2186,27763.jpg,0,,,,0
2187,27767.jpg,0,,,,1
2188,27776.jpg,1,12,11,7,0
2189,27789.jpg,0,,,,1
2190,2779.jpg,0,,,,0
2191,27794.jpg,0,,,,0
2192,27807.jpg,0,,,,0
2193,27815.jpg,0,,,,0
2194,27819.jpg,0,,,,0
2195,27823.jpg,0,,,,0
2196,27846.jpg,0,,,,0
2197,2785.jpg,0,,,,0
2198,27851.jpg,0,,,,0
2199,2786.jpg,0,,,,0
2200,27861.jpg,1,12,11,7,0
2201,27865.jpg,0,,,,0
2202,27876.jpg,0,,,,0
2203,27907.jpg,0,,,,1
2204,2791.jpg,1,12,11,3,1
2205,27910.jpg,0,,,,1
2206,27918.jpg,0,12,5,4,1
2207,2792.jpg,1,12,11,7,0
2208,27924.jpg,0,,,,0
2209,27926.jpg,0,12,4,7,0
2210,27929.jpg,1,12,10,7,0
2211,27935.jpg,0,,,,0
2212,27943.jpg,0,,,7,1
2213,27949.jpg,0,,,,1
2214,27951.jpg,0,,,,0
2215,27955.jpg,0,,,,0
2216,27965.jpg,1,12,11,3,0
2217,27977.jpg,1,12,10,7,0
2218,27989.jpg,0,,,,1
2219,2799.jpg,1,12,6,7,1
2220,28006.jpg,0,,,,0
2221,28044.jpg,0,,,,1
2222,28047.jpg,0,,,,1
2223,2805.jpg,0,,,,1
2224,28055.jpg,0,,,,0
2225,28057.jpg,0,,,,0
2226,28059.jpg,0,,,,1
2227,28075.jpg,0,,,,0
2228,28082.jpg,0,,,,1
2229,28089.jpg,1,12,12,7,1
2230,281.jpg,0,,,,0
2231,2810.jpg,1,12,13,7,0
2232,28120.jpg,0,,,,0
2233,28129.jpg,0,,,,0
2234,28148.jpg,0,,,,0
2235,28152.jpg,0,,,,1
2236,28170.jpg,0,,,,0
2237,28188.jpg,0,,,,0
2238,28189.jpg,0,,,,1
2239,28194.jpg,1,12,11,7,0
2240,28213.jpg,0,,,,0
2241,28216.jpg,0,,,,0
2242,28220.jpg,0,12,12,8,0
2243,28224.jpg,0,,,,0
2244,28253.jpg,1,12,8,1,0
2245,28272.jpg,0,,,,1
2246,28284.jpg,0,,,,0
2247,28286.jpg,0,,,,1
2248,28291.jpg,0,,,,0
2249,28304.jpg,1,12,12,8,0
2250,28307.jpg,1,12,10,7,0
2251,28308.jpg,0,,,,1
2252,28313.jpg,0,,,,1
2253,2833.jpg,0,,,,1
2254,2834.jpg,0,,,,0
2255,2834.jpg,1,12,10,7,1
2256,28343.jpg,0,,,,0
2257,28352.jpg,0,,,,0
2258,28361.jpg,0,,,7,0
2259,28362.jpg,0,,,,1
2260,28382.jpg,1,12,12,7,0
2261,28387.jpg,0,,,,1
2262,28395.jpg,0,,,,0
2263,28397.jpg,1,12,10,7,0
2264,2841.jpg,0,,,,0
2265,28417.jpg,0,,,,0
2266,28420.jpg,0,,,,0
2267,28421.jpg,0,,,,1
2268,28424.jpg,0,,,,0
2269,28437.jpg,1,12,8,7,0
2270,28444.jpg,0,,,,1
2271,28448.jpg,0,,,,1
2272,2847.jpg,0,,,,0
2273,28477.jpg,0,,,,0
2274,28478.jpg,0,,,,0
2275,28480.jpg,0,,,,1
2276,2850.jpg,0,,,,0
2277,28504.jpg,0,,,,0
2278,28512.jpg,1,12,12,5,1
2279,28529.jpg,0,,,,0
2280,28534.jpg,0,,,,1
2281,28536.jpg,0,,,,0
2282,28538.jpg,0,,,,0
2283,28546.jpg,0,,,,1
2284,28548.jpg,0,,,,0
2285,28553.jpg,0,,,,1
2286,28555.jpg,0,,,,1
2287,28573.jpg,0,,,,0
2288,28577.jpg,0,,,,0
2289,28581.jpg,0,,,,0
2290,28583.jpg,1,12,10,7,1
2291,28587.jpg,1,12,8,2,0
2292,28608.jpg,0,,,,0
2293,28609.jpg,0,,,,1
2294,28620.jpg,0,,,,0
2295,28634.jpg,0,,,,0
2296,28640.jpg,0,,,,0
2297,28649.jpg,0,,,,1
2298,28655.jpg,0,,,,0
2299,28659.jpg,0,,,,0
2300,28665.jpg,0,,,,0
2301,28678.jpg,0,,,,0
2302,28679.jpg,1,,,,1
2303,28683.jpg,0,,,,1
2304,28689.jpg,0,,,,1
2305,28723.jpg,1,12,11,7,0
2306,28729.jpg,0,,,,0
2307,28737.jpg,0,,,,0
2308,28747.jpg,0,,,,0
2309,28751.jpg,0,,,,0
2310,28753.jpg,0,,,,0
2311,28756.jpg,0,,,,0
2312,28760.jpg,0,,,,1
2313,28770.jpg,1,12,11,3,1
2314,28774.jpg,0,,,,1
2315,2878.jpg,0,,,,1
2316,28786.jpg,0,,,,1
2317,28787.jpg,0,,,,0
2318,28797.jpg,0,,,,0
2319,28802.jpg,0,,,,0
2320,28830.jpg,0,,,,0
2321,28836.jpg,0,,,,0
2322,28838.jpg,0,,,,0
2323,28839.jpg,0,,,,0
2324,28849.jpg,0,,,,0
2325,28871.jpg,0,,,,0
2326,28879.jpg,1,12,12,8,1
2327,28897.jpg,1,12,8,1,1
2328,2890.jpg,0,,,,1
2329,28910.jpg,1,12,10,7,0
2330,28916.jpg,1,12,10,8,0
2331,28918.jpg,0,,,,0
2332,28919.jpg,0,,,,0
2333,28932.jpg,0,,,,0
2334,28940.jpg,0,,,,0
2335,28944.jpg,0,,,,1
2336,28971.jpg,1,12,12,5,1
2337,28980.jpg,0,,,,0
2338,2899.jpg,0,,,,1
2339,290.jpg,0,,,,0
2340,29006.jpg,0,,,,1
2341,29016.jpg,0,,,,1
2342,29017.jpg,0,,,,0
2343,29020.jpg,0,,,,1
2344,29028.jpg,0,,,,0
2345,29033.jpg,0,,,,0
2346,29041.jpg,0,,,,0
2347,29090.jpg,1,12,8,3,1
2348,29094.jpg,0,12,12,7,0
2349,29097.jpg,0,,,,0
2350,2910.jpg,1,12,11,7,1
2351,29105.jpg,0,,,,0
2352,29119.jpg,0,,,,1
2353,2914.jpg,0,,,,0
2354,29162.jpg,0,,,,1
2355,29168.jpg,1,10,10,7,1
2356,29176.jpg,0,,,,0
2357,2919.jpg,0,,,,0
2358,29193.jpg,1,12,8,7,0
2359,29194.jpg,0,,,,0
2360,29204.jpg,0,,,,0
2361,29213.jpg,0,,,,0
2362,29217.jpg,0,,,,0
2363,29218.jpg,0,,,,0
2364,29227.jpg,1,12,10,3,0
2365,2923.jpg,0,,,,0
2366,29231.jpg,0,,,,0
2367,29239.jpg,1,12,11,3,0
2368,29246.jpg,0,,,,0
2369,29247.jpg,1,12,10,1,0
2370,29258.jpg,0,12,12,8,0
2371,2926.jpg,0,,,,1
2372,29265.jpg,0,,,,1
2373,2927.jpg,0,,,,1
2374,29272.jpg,0,,,,0
2375,29273.jpg,1,12,12,3,1
2376,2928.jpg,0,,,,0
2377,29292.jpg,0,,,,0
2378,29294.jpg,0,,,,0
2379,29300.jpg,0,,,,1
2380,29313.jpg,0,,,,1
2381,29326.jpg,0,,,,0
2382,29330.jpg,0,,,,1
2383,29335.jpg,1,12,10,7,1
2384,29338.jpg,0,,,,0
2385,29345.jpg,0,,,,0
2386,29348.jpg,1,12,11,3,1
2387,29373.jpg,0,,,,0
2388,29374.jpg,1,12,6,3,1
2389,29382.jpg,1,12,11,7,0
2390,29388.jpg,0,12,12,8,0
2391,29395.jpg,0,,,,0
2392,29400.jpg,0,,,,1
2393,29407.jpg,0,,,,0
2394,29428.jpg,0,,,,0
2395,29444.jpg,0,,,,1
2396,29464.jpg,0,,,,0
2397,29468.jpg,1,12,6,3,0
2398,2947.jpg,0,,,,1
2399,29470.jpg,0,,,,0
2400,29485.jpg,1,12,10,7,0
2401,29496.jpg,0,,,,0
2402,29505.jpg,0,,,,0
2403,29516.jpg,0,,,,0
2404,2952.jpg,0,,,,0
2405,29528.jpg,1,12,11,3,0
2406,29545.jpg,0,,,,0
2407,29549.jpg,1,12,11,7,1
2408,29562.jpg,0,,,,0
2409,2957.jpg,0,,,,1
2410,29573.jpg,0,,,,0
2411,29578.jpg,0,,,,0
2412,29595.jpg,0,,,,0
2413,29596.jpg,0,,,,0
2414,29608.jpg,0,,,,0
2415,29612.jpg,0,,,,0
2416,29617.jpg,0,,,,0
2417,29637.jpg,1,12,11,7,0
2418,29649.jpg,0,,,,1
2419,29650.jpg,0,,,,1
2420,29654.jpg,0,,,,0
2421,29680.jpg,0,,,,0
2422,29683.jpg,0,,,,1
2423,29687.jpg,0,,,,1
2424,29706.jpg,0,,,,0
2425,29711.jpg,0,,,,1
2426,29713.jpg,0,,,,1
2427,2972.jpg,0,,,,0
2428,29723.jpg,0,,,,0
2429,29724.jpg,0,,,,0
2430,29732.jpg,0,,,,0
2431,29757.jpg,0,,,,0
2432,29759.jpg,0,,,,0
2433,29766.jpg,0,,,,0
2434,29771.jpg,0,,,,0
2435,29778.jpg,0,,,,0
2436,2978.jpg,0,,,,0
2437,29816.jpg,0,,,,0
2438,29818.jpg,0,,,,1
2439,29834.jpg,0,,,,0
2440,29837.jpg,0,,,,1
2441,29864.jpg,0,,,,0
2442,2988.jpg,0,,,,1
2443,29903.jpg,0,,,,1
2444,29910.jpg,1,4,2,3,0
2445,29918.jpg,0,,,,1
2446,29920.jpg,0,,,,0
2447,29939.jpg,0,,,,0
2448,29940.jpg,0,,,,0
2449,29943.jpg,0,,,,0
2450,29947.jpg,0,,,,0
2451,29953.jpg,0,,,,0
2452,29959.jpg,0,,,,1
2453,2996.jpg,0,,,,0
2454,2997.jpg,1,12,8,8,0
2455,29974.jpg,0,,,,1
2456,29993.jpg,0,,,,1
2457,29998.jpg,0,,,,0
2458,30010.jpg,0,12,12,4,1
2459,30024.jpg,0,,,,1
2460,30035.jpg,0,,,,1
2461,30042.jpg,0,,,,1
2462,30046.jpg,1,12,12,3,1
2463,30049.jpg,0,,,,1
2464,30064.jpg,0,,,,0
2465,30092.jpg,0,,,,0
2466,30097.jpg,0,,,,0
2467,30108.jpg,0,,,,0
2468,3011.jpg,1,12,12,3,0
2469,30112.jpg,0,,,,0
2470,30122.jpg,1,12,11,7,0
2471,30123.jpg,0,12,5,4,1
2472,30140.jpg,0,,,,0
2473,30143.jpg,0,,,,0
2474,30145.jpg,0,,,,0
2475,30149.jpg,0,,,,0
2476,30155.jpg,1,12,11,1,0
2477,3018.jpg,0,,,,0
2478,30182.jpg,0,,,,0
2479,30191.jpg,1,12,11,3,0
2480,30207.jpg,1,12,11,3,1
2481,30237.jpg,1,12,10,1,1
2482,3024.jpg,0,,,,0
2483,30242.jpg,0,,,,0
2484,30250.jpg,0,,,,0
2485,30258.jpg,0,,,,0
2486,30269.jpg,0,,,,0
2487,30274.jpg,1,12,11,7,1
2488,30286.jpg,0,,,,0
2489,30292.jpg,0,,,,0
2490,30324.jpg,0,,,,0
2491,30338.jpg,0,,,,1
2492,3035.jpg,0,,,,0
2493,30355.jpg,0,,,,0
2494,30360.jpg,1,12,11,7,1
2495,30367.jpg,0,,,,0
2496,30368.jpg,0,,,,1
2497,30370.jpg,0,,,,1
2498,3038.jpg,0,,,,1
2499,30383.jpg,1,12,10,7,1
2500,30404.jpg,1,12,12,7,1
2501,30439.jpg,0,,,,0
2502,30447.jpg,1,12,8,8,1
2503,30463.jpg,0,,,,0
2504,30465.jpg,1,10,12,8,0
2505,30483.jpg,0,,,,0
2506,30496.jpg,0,,,,0
2507,30501.jpg,1,10,13,7,1
2508,3052.jpg,0,,,,0
2509,30526.jpg,0,,,,0
2510,30538.jpg,0,,,,1
2511,30540.jpg,1,12,13,1,0
2512,30559.jpg,1,12,6,3,1
2513,30570.jpg,0,,,,0
2514,30576.jpg,0,,,,1
2515,30592.jpg,0,,,,0
2516,30596.jpg,0,,,,1
2517,30606.jpg,0,,,,1
2518,30611.jpg,0,,,,0
2519,30612.jpg,0,,,,0
2520,3063.jpg,0,,,,0
2521,3064.jpg,0,,,,0
2522,30644.jpg,0,,,,0
2523,30661.jpg,0,12,12,8,0
2524,30666.jpg,0,,,,1
2525,30675.jpg,0,,,,1
2526,30676.jpg,0,,,,0
2527,30707.jpg,0,,,,0
2528,30727.jpg,0,,,,0
2529,30736.jpg,0,,,,1
2530,30738.jpg,0,,,,0
2531,30739.jpg,0,,,,1
2532,3075.jpg,1,12,11,3,1
2533,30751.jpg,0,,,,0
2534,30758.jpg,0,,,,0
2535,30772.jpg,0,12,7,7,1
2536,30788.jpg,1,12,10,8,1
2537,3079.jpg,0,,,,0
2538,30793.jpg,1,12,12,7,0
2539,30810.jpg,0,,,,1
2540,30822.jpg,0,,,,1
2541,30826.jpg,0,,,,0
2542,30838.jpg,0,,,,0
2543,30860.jpg,0,,,,1
2544,30870.jpg,0,,,,0
2545,30874.jpg,0,,,,0
2546,30882.jpg,1,12,11,7,1
2547,30889.jpg,0,,,,0
2548,30897.jpg,0,,,,1
2549,30907.jpg,1,10,11,8,0
2550,30910.jpg,0,,,,1
2551,30914.jpg,1,12,11,3,1
2552,30944.jpg,0,,,,0
2553,30957.jpg,0,,,,1
2554,30976.jpg,0,,,,1
2555,30978.jpg,0,,,,1
2556,30986.jpg,0,,,,0
2557,30997.jpg,0,,,,0
2558,31.jpg,0,,,,0
2559,31015.jpg,0,,,,0
2560,31016.jpg,0,,,,1
2561,31042.jpg,0,,,,0
2562,31045.jpg,0,,,,0
2563,31056.jpg,0,,,,0
2564,31062.jpg,0,,,,1
2565,31063.jpg,1,12,11,3,1
2566,31081.jpg,0,,,,0
2567,31095.jpg,0,,,,1
2568,311.jpg,0,,,,0
2569,31110.jpg,0,,,,0
2570,31111.jpg,0,,,,1
2571,31118.jpg,1,12,11,7,1
2572,31132.jpg,0,,,,0
2573,31145.jpg,0,,,,0
2574,31159.jpg,0,,,,0
2575,31164.jpg,0,,,,0
2576,31168.jpg,0,,,,0
2577,31169.jpg,0,,,,0
2578,31189.jpg,0,,,,0
2579,312.jpg,0,,,,0
2580,31200.jpg,1,12,11,3,1
2581,31206.jpg,1,10,11,7,1
2582,31209.jpg,0,,,,0
2583,31212.jpg,0,,,,1
2584,31245.jpg,0,12,10,,0
2585,31250.jpg,0,,,,0
2586,31251.jpg,0,,,,0
2587,31265.jpg,0,,,,1
2588,31282.jpg,0,,,,1
2589,31288.jpg,0,,,,1
2590,31296.jpg,1,12,13,7,1
2591,31303.jpg,1,12,11,7,0
2592,3133.jpg,0,,,,0
2593,31340.jpg,0,,,,1
2594,31342.jpg,1,12,10,3,0
2595,31343.jpg,0,,,,0
2596,31353.jpg,0,,,,0
2597,31364.jpg,0,,,,0
2598,31368.jpg,0,,,,0
2599,31372.jpg,0,,,,1
2600,31373.jpg,1,12,11,3,0
2601,31374.jpg,0,,,,0
2602,31376.jpg,0,,,,0
2603,31377.jpg,0,,,,0
2604,31412.jpg,1,12,10,3,1
2605,31420.jpg,1,3,9,8,1
2606,31431.jpg,0,,,,1
2607,31439.jpg,1,12,8,3,0
2608,31448.jpg,0,,,,0
2609,31453.jpg,0,,,,0
2610,31478.jpg,0,,,,0
2611,31507.jpg,1,10,12,8,0
2612,3152.jpg,0,,,,0
2613,3154.jpg,0,,,,0
2614,31540.jpg,0,,,,0
2615,31547.jpg,0,,,,1
2616,31563.jpg,0,,,,0
2617,31569.jpg,0,,,,1
2618,31572.jpg,0,,,,0
2619,31574.jpg,0,,,,0
2620,31582.jpg,0,,,,0
2621,31591.jpg,0,,,,0
2622,3161.jpg,0,,,,0
2623,31615.jpg,1,12,11,7,0
2624,31620.jpg,0,,,,1
2625,31629.jpg,1,12,11,3,0
2626,31633.jpg,0,,,,0
2627,31636.jpg,1,12,11,7,0
2628,31653.jpg,0,,,,0
2629,31654.jpg,1,12,8,8,1
2630,31655.jpg,0,,,,1
2631,31667.jpg,0,,,,1
2632,31673.jpg,0,,,,0
2633,31676.jpg,0,,,,1
2634,31682.jpg,1,11,10,3,1
2635,31685.jpg,0,,,,0
2636,31686.jpg,1,12,10,7,0
2637,31708.jpg,1,12,12,7,0
2638,31712.jpg,0,,,,0
2639,31715.jpg,0,,,,0
2640,31728.jpg,0,12,7,7,0
2641,31737.jpg,0,,,,1
2642,31740.jpg,0,,,,0
2643,31748.jpg,0,,,,0
2644,3176.jpg,0,,,,1
2645,31793.jpg,0,,,,0
2646,31809.jpg,1,12,11,3,0
2647,31828.jpg,0,,,,1
2648,31834.jpg,0,,,,1
2649,3184.jpg,1,12,7,7,1
2650,31841.jpg,0,,,,1
2651,31842.jpg,1,12,11,7,1
2652,31845.jpg,0,,,,0
2653,3185.jpg,0,,,,0
2654,31855.jpg,0,,,,0
2655,31861.jpg,1,12,12,3,0
2656,31867.jpg,0,,,,0
2657,31869.jpg,0,,,,1
2658,31870.jpg,0,,,,0
2659,31895.jpg,1,12,11,7,0
2660,31896.jpg,0,,,,1
2661,319.jpg,0,,,,0
2662,31909.jpg,0,,,,0
2663,3193.jpg,1,12,10,7,1
2664,3196.jpg,1,12,11,7,1
2665,31968.jpg,0,,,,0
2666,31978.jpg,1,12,10,7,0
2667,31984.jpg,0,,,,1
2668,3200.jpg,1,12,10,7,0
2669,32009.jpg,0,,,,0
2670,32018.jpg,0,12,3,5,1
2671,3202.jpg,1,12,8,3,1
2672,32023.jpg,0,,,,0
2673,32029.jpg,0,,,,0
2674,3203.jpg,0,,,,0
2675,32041.jpg,1,12,11,3,0
2676,32064.jpg,0,,,,0
2677,32090.jpg,0,,,,0
2678,32122.jpg,0,,,,0
2679,32135.jpg,0,,,,0
2680,32138.jpg,0,,,,0
2681,32141.jpg,0,,,,0
2682,32148.jpg,0,12,12,8,1
2683,32151.jpg,0,,,,0
2684,32157.jpg,0,,,,0
2685,32160.jpg,0,,,,0
2686,32161.jpg,1,12,10,3,1
2687,32168.jpg,0,,,,0
2688,32173.jpg,0,,,,0
2689,32174.jpg,1,12,11,3,1
2690,32189.jpg,0,,,,0
2691,32193.jpg,0,,,,0
2692,32195.jpg,0,,,,0
2693,32197.jpg,0,,,,1
2694,32212.jpg,0,,,,1
2695,32221.jpg,1,12,10,8,1
2696,32233.jpg,0,,,,0
2697,32258.jpg,0,,,,0
2698,3226.jpg,0,,,,1
2699,32268.jpg,0,,,,1
2700,3227.jpg,0,,,,0
2701,32280.jpg,0,,,,1
2702,32295.jpg,1,12,11,7,0
2703,32297.jpg,0,,,,1
2704,32301.jpg,0,,,,1
2705,32303.jpg,0,,,,0
2706,32325.jpg,1,12,10,7,1
2707,32328.jpg,1,12,10,3,0
2708,32332.jpg,1,11,12,5,1
2709,32335.jpg,0,,,,1
2710,32337.jpg,1,12,10,7,0
2711,3234.jpg,0,,,,0
2712,32347.jpg,0,,,,0
2713,32351.jpg,0,,,,0
2714,32353.jpg,0,,,,0
2715,32367.jpg,0,,,,0
2716,32369.jpg,0,,,,0
2717,3237.jpg,0,,,,0
2718,32370.jpg,0,,,,0
2719,32400.jpg,0,,,,1
2720,32408.jpg,0,,,,0
2721,32453.jpg,1,12,12,3,1
2722,32455.jpg,1,12,12,8,1
2723,32473.jpg,0,,,,0
2724,32478.jpg,0,,,,0
2725,32480.jpg,1,12,11,7,1
2726,32492.jpg,0,,,,1
2727,32518.jpg,0,,,,0
2728,32522.jpg,0,,,,0
2729,32528.jpg,0,,,,0
2730,32538.jpg,0,,,,0
2731,32556.jpg,1,12,11,7,1
2732,32559.jpg,0,,,,0
2733,32573.jpg,0,,,,0
2734,32603.jpg,0,,,,0
2735,3263.jpg,0,,,,1
2736,32635.jpg,0,,,,0
2737,3264.jpg,1,12,13,7,1
2738,32672.jpg,1,12,8,3,1
2739,32692.jpg,1,12,11,3,0
2740,32696.jpg,0,,,,1
2741,32705.jpg,0,,,,0
2742,32707.jpg,0,,,,0
2743,32710.jpg,0,,,,1
2744,32737.jpg,0,,,,0
2745,32751.jpg,0,,,,0
2746,32763.jpg,0,,,,0
2747,32769.jpg,0,,,,0
2748,32770.jpg,0,12,12,6,1
2749,32771.jpg,0,,,,0
2750,32779.jpg,1,12,8,3,0
2751,32793.jpg,1,12,11,2,0
2752,32804.jpg,1,12,12,7,1
2753,32817.jpg,1,10,13,7,1
2754,32821.jpg,0,,,,1
2755,32823.jpg,0,12,5,4,1
2756,32825.jpg,0,,,,0
2757,3284.jpg,1,12,11,1,0
2758,32851.jpg,1,12,10,7,1
2759,32864.jpg,1,10,10,7,1
2760,32866.jpg,0,,,,0
2761,32880.jpg,0,,,,0
2762,32883.jpg,1,12,11,3,1
2763,32909.jpg,1,12,6,1,0
2764,32913.jpg,0,,,,1
2765,32917.jpg,0,,,,1
2766,32918.jpg,1,12,13,1,0
2767,32957.jpg,1,10,13,7,1
2768,32961.jpg,1,12,6,3,1
2769,32966.jpg,0,,,,0
2770,32972.jpg,0,,,,1
2771,32980.jpg,0,,,,1
2772,32983.jpg,0,,,,0
2773,3300.jpg,0,,,,0
2774,33003.jpg,0,,,,1
2775,33018.jpg,0,,,,1
2776,33026.jpg,0,,,,0
2777,3303.jpg,0,,,,1
2778,33077.jpg,1,12,6,7,1
2779,33078.jpg,1,12,11,7,0
2780,33079.jpg,0,,,,0
2781,33085.jpg,1,12,8,8,0
2782,331.jpg,1,12,10,7,0
2783,33123.jpg,0,,,,1
2784,3313.jpg,0,,,,0
2785,33136.jpg,0,12,5,8,0
2786,33142.jpg,1,10,10,3,1
2787,33153.jpg,0,,,,0
2788,33155.jpg,1,12,12,7,0
2789,33176.jpg,0,,,,1
2790,33191.jpg,0,,,,1
2791,332.jpg,0,,,,0
2792,33227.jpg,0,,,,0
2793,33246.jpg,0,,,,0
2794,33283.jpg,0,,,,0
2795,33287.jpg,1,12,6,4,1
2796,33308.jpg,1,12,8,8,1
2797,33312.jpg,1,12,11,7,1
2798,33324.jpg,1,10,8,8,1
2799,33326.jpg,0,,,,0
2800,33333.jpg,0,,,,0
2801,33334.jpg,0,,,,1
2802,33339.jpg,0,,,,0
2803,33346.jpg,0,,,,0
2804,33355.jpg,0,,,,1
2805,33368.jpg,0,,,,0
2806,33375.jpg,0,,,,0
2807,33377.jpg,0,,,,0
2808,33391.jpg,1,12,10,7,0
2809,33409.jpg,0,,,,0
2810,3343.jpg,0,,,,0
2811,33432.jpg,0,,,,0
2812,33435.jpg,0,,,,0
2813,33446.jpg,0,,,,0
2814,33489.jpg,1,12,11,1,1
2815,33500.jpg,0,,,,1
2816,33535.jpg,0,,,,1
2817,33547.jpg,1,12,11,3,0
2818,33571.jpg,1,3,9,8,1
2819,33572.jpg,0,,,,1
2820,3358.jpg,0,,,,0
2821,3358.jpg,1,12,11,7,1
2822,33581.jpg,0,,,,0
2823,33595.jpg,1,12,11,8,0
2824,33596.jpg,0,,,,0
2825,33601.jpg,0,,,,0
2826,33608.jpg,0,,,,0
2827,33611.jpg,1,12,6,7,0
2828,33613.jpg,0,,,,0
2829,33618.jpg,1,12,11,7,1
2830,33622.jpg,0,,,,0
2831,3364.jpg,0,,,,1
2832,33641.jpg,0,,,,0
2833,33647.jpg,0,,,,0
2834,33648.jpg,1,12,11,3,1
2835,3365.jpg,0,,,7,1
2836,33650.jpg,0,,,,1
2837,33656.jpg,0,,,,0
2838,33657.jpg,1,12,12,8,0
2839,33665.jpg,1,10,10,7,0
2840,33666.jpg,0,,,,0
2841,3367.jpg,0,,,,0
2842,33686.jpg,0,,,,0
2843,33700.jpg,1,12,11,7,1
2844,33703.jpg,0,,,,0
2845,3372.jpg,1,12,10,7,0
2846,33722.jpg,0,,,,1
2847,33730.jpg,0,,,,0
2848,33732.jpg,0,,,,0
2849,33740.jpg,0,,,,0
2850,3375.jpg,0,,,,0
2851,33757.jpg,0,,,,1
2852,33770.jpg,0,,,,0
2853,33792.jpg,1,12,11,3,1
2854,33800.jpg,0,,,,0
2855,33803.jpg,0,,,,0
2856,33804.jpg,0,,,,0
2857,33813.jpg,0,,,,0
2858,33816.jpg,0,,,,0
2859,3382.jpg,0,,,,1
2860,33826.jpg,0,,,,0
2861,33830.jpg,0,,,,0
2862,33832.jpg,0,,,,0
2863,33841.jpg,0,,,,0
2864,33853.jpg,0,,,,1
2865,33856.jpg,1,12,11,7,0
2866,3388.jpg,0,,,,0
2867,33884.jpg,0,,,,0
2868,33894.jpg,0,,,,0
2869,33898.jpg,0,,,,1
2870,33916.jpg,0,,,,0
2871,33919.jpg,0,,,,0
2872,33954.jpg,1,11,13,3,0
2873,33970.jpg,0,,,,0
2874,34.jpg,1,12,12,8,0
2875,34000.jpg,0,,,,1
2876,34011.jpg,0,,,,0
2877,34018.jpg,0,,,,1
2878,34019.jpg,0,,,,1
2879,34031.jpg,1,12,11,3,1
2880,34042.jpg,0,,,,0
2881,34082.jpg,0,,,,0
2882,34091.jpg,0,,,,1
2883,34092.jpg,0,,,,1
2884,34100.jpg,0,,,,0
2885,34103.jpg,0,,,,1
2886,34104.jpg,0,,,,1
2887,34110.jpg,1,12,8,7,1
2888,34120.jpg,1,12,12,3,1
