Pic_id,MetaphorOccurrence,TargetCategory,SourceCategory,MetaphoricalSenseCategory,SentimentCategory
2927.jpg,0,,,,1
29272.jpg,0,,,,0
29273.jpg,1,12,12,3,1
2928.jpg,0,,,,0
29292.jpg,0,,,,0
29294.jpg,0,,,,0
29300.jpg,0,,,,1
29313.jpg,0,,,,1
29326.jpg,0,,,,0
29330.jpg,0,,,,1
29335.jpg,1,12,10,7,1
29338.jpg,0,,,,0
29345.jpg,0,,,,0
29348.jpg,1,12,11,3,1
29373.jpg,0,,,,0
29374.jpg,1,12,6,3,1
29382.jpg,1,12,11,7,0
29388.jpg,0,12,12,8,0
29395.jpg,0,,,,0
29400.jpg,0,,,,1
29407.jpg,0,,,,0
29428.jpg,0,,,,0
29444.jpg,0,,,,1
29464.jpg,0,,,,0
29468.jpg,1,12,6,3,0
2947.jpg,0,,,,1
29470.jpg,0,,,,0
29485.jpg,1,12,10,7,0
29496.jpg,0,,,,0
29505.jpg,0,,,,0
29516.jpg,0,,,,0
2952.jpg,0,,,,0
29528.jpg,1,12,11,3,0
29545.jpg,0,,,,0
29549.jpg,1,12,11,7,1
29562.jpg,0,,,,0
2957.jpg,0,,,,1
29573.jpg,0,,,,0
29578.jpg,0,,,,0
29595.jpg,0,,,,0
29596.jpg,0,,,,0
29608.jpg,0,,,,0
29612.jpg,0,,,,0
29617.jpg,0,,,,0
29637.jpg,1,12,11,7,0
29649.jpg,0,,,,1
29650.jpg,0,,,,1
29654.jpg,0,,,,0
29680.jpg,0,,,,0
29683.jpg,0,,,,1
29687.jpg,0,,,,1
29706.jpg,0,,,,0
29711.jpg,0,,,,1
29713.jpg,0,,,,1
2972.jpg,0,,,,0
29723.jpg,0,,,,0
29724.jpg,0,,,,0
29732.jpg,0,,,,0
29757.jpg,0,,,,0
29759.jpg,0,,,,0
29766.jpg,0,,,,0
29771.jpg,0,,,,0
29778.jpg,0,,,,0
2978.jpg,0,,,,0
29816.jpg,0,,,,0
29818.jpg,0,,,,1
29834.jpg,0,,,,0
29837.jpg,0,,,,1
29864.jpg,0,,,,0
2988.jpg,0,,,,1
29903.jpg,0,,,,1
29910.jpg,1,4,2,3,0
29918.jpg,0,,,,1
29920.jpg,0,,,,0
29939.jpg,0,,,,0
29940.jpg,0,,,,0
29943.jpg,0,,,,0
29947.jpg,0,,,,0
29953.jpg,0,,,,0
29959.jpg,0,,,,1
2996.jpg,0,,,,0
2997.jpg,1,12,8,8,0
29974.jpg,0,,,,1
29993.jpg,0,,,,1
29998.jpg,0,,,,0
30010.jpg,0,12,12,4,1
30024.jpg,0,,,,1
30035.jpg,0,,,,1
30042.jpg,0,,,,1
30046.jpg,1,12,12,3,1
30049.jpg,0,,,,1
30064.jpg,0,,,,0
30092.jpg,0,,,,0
30097.jpg,0,,,,0
30108.jpg,0,,,,0
3011.jpg,1,12,12,3,0
30112.jpg,0,,,,0
30122.jpg,1,12,11,7,0
30123.jpg,0,12,5,4,1
30140.jpg,0,,,,0
30143.jpg,0,,,,0
30145.jpg,0,,,,0
30149.jpg,0,,,,0
30155.jpg,1,12,11,1,0
3018.jpg,0,,,,0
30182.jpg,0,,,,0
30191.jpg,1,12,11,3,0
30207.jpg,1,12,11,3,1
30237.jpg,1,12,10,1,1
3024.jpg,0,,,,0
30242.jpg,0,,,,0
30250.jpg,0,,,,0
30258.jpg,0,,,,0
30269.jpg,0,,,,0
30274.jpg,1,12,11,7,1
30286.jpg,0,,,,0
30292.jpg,0,,,,0
30324.jpg,0,,,,0
30338.jpg,0,,,,1
3035.jpg,0,,,,0
30355.jpg,0,,,,0
30360.jpg,1,12,11,7,1
30367.jpg,0,,,,0
30368.jpg,0,,,,1
30370.jpg,0,,,,1
3038.jpg,0,,,,1
30383.jpg,1,12,10,7,1
30404.jpg,1,12,12,7,1
30439.jpg,0,,,,0
30447.jpg,1,12,8,8,1
30463.jpg,0,,,,0
30465.jpg,1,10,12,8,0
30483.jpg,0,,,,0
30496.jpg,0,,,,0
30501.jpg,1,10,13,7,1
3052.jpg,0,,,,0
30526.jpg,0,,,,0
30538.jpg,0,,,,1
30540.jpg,1,12,13,1,0
30559.jpg,1,12,6,3,1
30570.jpg,0,,,,0
30576.jpg,0,,,,1
30592.jpg,0,,,,0
30596.jpg,0,,,,1
30606.jpg,0,,,,1
30611.jpg,0,,,,0
30612.jpg,0,,,,0
3063.jpg,0,,,,0
3064.jpg,0,,,,0
30644.jpg,0,,,,0
30661.jpg,0,12,12,8,0
30666.jpg,0,,,,1
30675.jpg,0,,,,1
30676.jpg,0,,,,0
30707.jpg,0,,,,0
30727.jpg,0,,,,0
30736.jpg,0,,,,1
30738.jpg,0,,,,0
30739.jpg,0,,,,1
3075.jpg,1,12,11,3,1
30751.jpg,0,,,,0
30758.jpg,0,,,,0
30772.jpg,0,12,7,7,1
30788.jpg,1,12,10,8,1
3079.jpg,0,,,,0
30793.jpg,1,12,12,7,0
30810.jpg,0,,,,1
30822.jpg,0,,,,1
30826.jpg,0,,,,0
30838.jpg,0,,,,0
30860.jpg,0,,,,1
30870.jpg,0,,,,0
30874.jpg,0,,,,0
30882.jpg,1,12,11,7,1
30889.jpg,0,,,,0
30897.jpg,0,,,,1
30907.jpg,1,10,11,8,0
30910.jpg,0,,,,1
30914.jpg,1,12,11,3,1
30944.jpg,0,,,,0
30957.jpg,0,,,,1
30976.jpg,0,,,,1
30978.jpg,0,,,,1
30986.jpg,0,,,,0
30997.jpg,0,,,,0
31.jpg,0,,,,0
31015.jpg,0,,,,0
31016.jpg,0,,,,1
31042.jpg,0,,,,0
31045.jpg,0,,,,0
31056.jpg,0,,,,0
31062.jpg,0,,,,1
31063.jpg,1,12,11,3,1
31081.jpg,0,,,,0
31095.jpg,0,,,,1
311.jpg,0,,,,0
31110.jpg,0,,,,0
31111.jpg,0,,,,1
31118.jpg,1,12,11,7,1
31132.jpg,0,,,,0
31145.jpg,0,,,,0
31159.jpg,0,,,,0
31164.jpg,0,,,,0
31168.jpg,0,,,,0
31169.jpg,0,,,,0
31189.jpg,0,,,,0
312.jpg,0,,,,0
31200.jpg,1,12,11,3,1
31206.jpg,1,10,11,7,1
31209.jpg,0,,,,0
31212.jpg,0,,,,1
31245.jpg,0,12,10,,0
31250.jpg,0,,,,0
31251.jpg,0,,,,0
31265.jpg,0,,,,1
31282.jpg,0,,,,1
31288.jpg,0,,,,1
31296.jpg,1,12,13,7,1
31303.jpg,1,12,11,7,0
3133.jpg,0,,,,0
31340.jpg,0,,,,1
31342.jpg,1,12,10,3,0
31343.jpg,0,,,,0
31353.jpg,0,,,,0
31364.jpg,0,,,,0
31368.jpg,0,,,,0
31372.jpg,0,,,,1
31373.jpg,1,12,11,3,0
31374.jpg,0,,,,0
31376.jpg,0,,,,0
31377.jpg,0,,,,0
31412.jpg,1,12,10,3,1
31420.jpg,1,3,9,8,1
31431.jpg,0,,,,1
31439.jpg,1,12,8,3,0
31448.jpg,0,,,,0
31453.jpg,0,,,,0
31478.jpg,0,,,,0
31507.jpg,1,10,12,8,0
3152.jpg,0,,,,0
3154.jpg,0,,,,0
31540.jpg,0,,,,0
31547.jpg,0,,,,1
31563.jpg,0,,,,0
31569.jpg,0,,,,1
31572.jpg,0,,,,0
31574.jpg,0,,,,0
31582.jpg,0,,,,0
31591.jpg,0,,,,0
3161.jpg,0,,,,0
31615.jpg,1,12,11,7,0
31620.jpg,0,,,,1
31629.jpg,1,12,11,3,0
31633.jpg,0,,,,0
31636.jpg,1,12,11,7,0
31653.jpg,0,,,,0
31654.jpg,1,12,8,8,1
31655.jpg,0,,,,1
31667.jpg,0,,,,1
31673.jpg,0,,,,0
31676.jpg,0,,,,1
31682.jpg,1,11,10,3,1
31685.jpg,0,,,,0
31686.jpg,1,12,10,7,0
31708.jpg,1,12,12,7,0
31712.jpg,0,,,,0
31715.jpg,0,,,,0
31728.jpg,0,12,7,7,0
31737.jpg,0,,,,1
31740.jpg,0,,,,0
31748.jpg,0,,,,0
3176.jpg,0,,,,1
31793.jpg,0,,,,0
31809.jpg,1,12,11,3,0
31828.jpg,0,,,,1
31834.jpg,0,,,,1
3184.jpg,1,12,7,7,1
31841.jpg,0,,,,1
31842.jpg,1,12,11,7,1
31845.jpg,0,,,,0
3185.jpg,0,,,,0
31855.jpg,0,,,,0
31861.jpg,1,12,12,3,0
31867.jpg,0,,,,0
31869.jpg,0,,,,1
31870.jpg,0,,,,0
31895.jpg,1,12,11,7,0
31896.jpg,0,,,,1
319.jpg,0,,,,0
31909.jpg,0,,,,0
3193.jpg,1,12,10,7,1
3196.jpg,1,12,11,7,1
31968.jpg,0,,,,0
31978.jpg,1,12,10,7,0
31984.jpg,0,,,,1
3200.jpg,1,12,10,7,0
32009.jpg,0,,,,0
32018.jpg,0,12,3,5,1
3202.jpg,1,12,8,3,1
32023.jpg,0,,,,0
32029.jpg,0,,,,0
3203.jpg,0,,,,0
32041.jpg,1,12,11,3,0
32064.jpg,0,,,,0
32090.jpg,0,,,,0
32122.jpg,0,,,,0
32135.jpg,0,,,,0
32138.jpg,0,,,,0
32141.jpg,0,,,,0
32148.jpg,0,12,12,8,1
32151.jpg,0,,,,0
32157.jpg,0,,,,0
32160.jpg,0,,,,0
32161.jpg,1,12,10,3,1
32168.jpg,0,,,,0
32173.jpg,0,,,,0
32174.jpg,1,12,11,3,1
32189.jpg,0,,,,0
32193.jpg,0,,,,0
32195.jpg,0,,,,0
32197.jpg,0,,,,1
32212.jpg,0,,,,1
32221.jpg,1,12,10,8,1
32233.jpg,0,,,,0
32258.jpg,0,,,,0
3226.jpg,0,,,,1
32268.jpg,0,,,,1
3227.jpg,0,,,,0
32280.jpg,0,,,,1
32295.jpg,1,12,11,7,0
32297.jpg,0,,,,1
32301.jpg,0,,,,1
32303.jpg,0,,,,0
32325.jpg,1,12,10,7,1
32328.jpg,1,12,10,3,0
32332.jpg,1,11,12,5,1
32335.jpg,0,,,,1
32337.jpg,1,12,10,7,0
3234.jpg,0,,,,0
32347.jpg,0,,,,0
32351.jpg,0,,,,0
32353.jpg,0,,,,0
32367.jpg,0,,,,0
32369.jpg,0,,,,0
3237.jpg,0,,,,0
32370.jpg,0,,,,0
32400.jpg,0,,,,1
32408.jpg,0,,,,0
32453.jpg,1,12,12,3,1
32455.jpg,1,12,12,8,1
32473.jpg,0,,,,0
32478.jpg,0,,,,0
32480.jpg,1,12,11,7,1
32492.jpg,0,,,,1
32518.jpg,0,,,,0
32522.jpg,0,,,,0
32528.jpg,0,,,,0
32538.jpg,0,,,,0
32556.jpg,1,12,11,7,1
32559.jpg,0,,,,0
32573.jpg,0,,,,0
32603.jpg,0,,,,0
3263.jpg,0,,,,1
32635.jpg,0,,,,0
3264.jpg,1,12,13,7,1
32672.jpg,1,12,8,3,1
32692.jpg,1,12,11,3,0
32696.jpg,0,,,,1
32705.jpg,0,,,,0
32707.jpg,0,,,,0
32710.jpg,0,,,,1
32737.jpg,0,,,,0
32751.jpg,0,,,,0
32763.jpg,0,,,,0
32769.jpg,0,,,,0
32770.jpg,0,12,12,6,1
32771.jpg,0,,,,0
32779.jpg,1,12,8,3,0
32793.jpg,1,12,11,2,0
32804.jpg,1,12,12,7,1
32817.jpg,1,10,13,7,1
32821.jpg,0,,,,1
32823.jpg,0,12,5,4,1
32825.jpg,0,,,,0
3284.jpg,1,12,11,1,0
32851.jpg,1,12,10,7,1
32864.jpg,1,10,10,7,1
32866.jpg,0,,,,0
32880.jpg,0,,,,0
32883.jpg,1,12,11,3,1
32909.jpg,1,12,6,1,0
32913.jpg,0,,,,1
32917.jpg,0,,,,1
32918.jpg,1,12,13,1,0
32957.jpg,1,10,13,7,1
32961.jpg,1,12,6,3,1
32966.jpg,0,,,,0
32972.jpg,0,,,,1
32980.jpg,0,,,,1
32983.jpg,0,,,,0
3300.jpg,0,,,,0
33003.jpg,0,,,,1
33018.jpg,0,,,,1
33026.jpg,0,,,,0
3303.jpg,0,,,,1
33077.jpg,1,12,6,7,1
33078.jpg,1,12,11,7,0
33079.jpg,0,,,,0
33085.jpg,1,12,8,8,0
331.jpg,1,12,10,7,0
33123.jpg,0,,,,1
3313.jpg,0,,,,0
33136.jpg,0,12,5,8,0
33142.jpg,1,10,10,3,1
33153.jpg,0,,,,0
33155.jpg,1,12,12,7,0
33176.jpg,0,,,,1
33191.jpg,0,,,,1
332.jpg,0,,,,0
33227.jpg,0,,,,0
33246.jpg,0,,,,0
33283.jpg,0,,,,0
33287.jpg,1,12,6,4,1
33308.jpg,1,12,8,8,1
33312.jpg,1,12,11,7,1
33324.jpg,1,10,8,8,1
33326.jpg,0,,,,0
33333.jpg,0,,,,0
33334.jpg,0,,,,1
33339.jpg,0,,,,0
33346.jpg,0,,,,0
33355.jpg,0,,,,1
33368.jpg,0,,,,0
33375.jpg,0,,,,0
33377.jpg,0,,,,0
33391.jpg,1,12,10,7,0
33409.jpg,0,,,,0
3343.jpg,0,,,,0
33432.jpg,0,,,,0
33435.jpg,0,,,,0
33446.jpg,0,,,,0
33489.jpg,1,12,11,1,1
33500.jpg,0,,,,1
33535.jpg,0,,,,1
33547.jpg,1,12,11,3,0
33571.jpg,1,3,9,8,1
33572.jpg,0,,,,1
3358.jpg,0,,,,0
3358.jpg,1,12,11,7,1
33581.jpg,0,,,,0
33595.jpg,1,12,11,8,0
33596.jpg,0,,,,0
33601.jpg,0,,,,0
33608.jpg,0,,,,0
33611.jpg,1,12,6,7,0
33613.jpg,0,,,,0
33618.jpg,1,12,11,7,1
33622.jpg,0,,,,0
3364.jpg,0,,,,1
33641.jpg,0,,,,0
33647.jpg,0,,,,0
33648.jpg,1,12,11,3,1
3365.jpg,0,,,7,1
33650.jpg,0,,,,1
33656.jpg,0,,,,0
33657.jpg,1,12,12,8,0
33665.jpg,1,10,10,7,0
33666.jpg,0,,,,0
3367.jpg,0,,,,0
33686.jpg,0,,,,0
33700.jpg,1,12,11,7,1
33703.jpg,0,,,,0
3372.jpg,1,12,10,7,0
33722.jpg,0,,,,1
33730.jpg,0,,,,0
33732.jpg,0,,,,0
33740.jpg,0,,,,0
3375.jpg,0,,,,0
33757.jpg,0,,,,1
33770.jpg,0,,,,0
33792.jpg,1,12,11,3,1
33800.jpg,0,,,,0
33803.jpg,0,,,,0
33804.jpg,0,,,,0
33813.jpg,0,,,,0
33816.jpg,0,,,,0
3382.jpg,0,,,,1
33826.jpg,0,,,,0
33830.jpg,0,,,,0
33832.jpg,0,,,,0
33841.jpg,0,,,,0
33853.jpg,0,,,,1
33856.jpg,1,12,11,7,0
3388.jpg,0,,,,0
33884.jpg,0,,,,0
33894.jpg,0,,,,0
33898.jpg,0,,,,1
33916.jpg,0,,,,0
33919.jpg,0,,,,0
33954.jpg,1,11,13,3,0
33970.jpg,0,,,,0
34.jpg,1,12,12,8,0
34000.jpg,0,,,,1
34011.jpg,0,,,,0
34018.jpg,0,,,,1
34019.jpg,0,,,,1
34031.jpg,1,12,11,3,1
34042.jpg,0,,,,0
34082.jpg,0,,,,0
34091.jpg,0,,,,1
34092.jpg,0,,,,1
34100.jpg,0,,,,0
34103.jpg,0,,,,1
34104.jpg,0,,,,1
34110.jpg,1,12,8,7,1
34120.jpg,1,12,12,3,1
34121.jpg,0,,,,1
34131.jpg,0,,,,0
34151.jpg,1,12,10,7,0
34152.jpg,0,,,,1
34163.jpg,0,,,,0
34165.jpg,0,,,,0
34167.jpg,0,,,,0
3417.jpg,1,12,12,8,0
34180.jpg,1,12,11,6,1
34196.jpg,0,,,,1
34202.jpg,0,,,,0
34204.jpg,0,,,,1
34216.jpg,0,,,,0
34220.jpg,0,,,,0
34235.jpg,0,,,,0
34236.jpg,1,12,10,7,1
34260.jpg,1,12,10,3,0
34266.jpg,0,,,,1
34271.jpg,0,,,,1
34291.jpg,0,,,,0
3430.jpg,0,,,,1
3431.jpg,1,12,10,7,1
34318.jpg,0,,,,0
34321.jpg,0,,,,1
34324.jpg,0,,,,1
3433.jpg,0,,,,0
34342.jpg,0,,,,0
34369.jpg,0,,,,0
34413.jpg,0,,,,0
34416.jpg,0,,,,0
34427.jpg,1,12,11,3,0
34428.jpg,1,12,13,7,0
34430.jpg,0,,,,0
3445.jpg,0,,,,0
34453.jpg,1,12,10,7,1
3446.jpg,0,,,,1
34460.jpg,0,,,,1
34461.jpg,0,,,,0
34465.jpg,0,,,,0
34473.jpg,0,,,,0
34485.jpg,1,12,8,7,0
34488.jpg,0,,,,1
34491.jpg,0,,,,0
34499.jpg,0,,,,0
34514.jpg,0,,,,0
34539.jpg,0,,,,0
34545.jpg,0,,,,0
34547.jpg,1,12,13,7,0
34552.jpg,0,,,,0
34554.jpg,0,,,,0
34572.jpg,1,12,12,2,0
34578.jpg,1,12,7,7,0
34583.jpg,0,,,,1
34598.jpg,1,12,13,3,1
34609.jpg,0,,,,1
34616.jpg,0,,,,0
34622.jpg,0,,,,1
34633.jpg,0,,,,0
34637.jpg,1,12,10,7,0
34639.jpg,1,12,12,3,0
34641.jpg,0,,,,0
34651.jpg,1,12,11,7,1
34668.jpg,0,,,,0
34670.jpg,0,,,,1
34679.jpg,0,,,,1
34682.jpg,0,,,,0
34683.jpg,1,11,11,7,1
34689.jpg,0,,,,1
3470.jpg,0,,,,1
34703.jpg,0,,,,0
34712.jpg,0,,,,0
34725.jpg,0,,,,1
34732.jpg,1,12,11,7,0
34744.jpg,0,,,,0
34746.jpg,1,12,10,3,0
34749.jpg,0,,,8,1
34752.jpg,0,,,,0
34766.jpg,1,10,13,3,1
34769.jpg,0,,,,0
34771.jpg,0,,,,0
34787.jpg,0,,,,0
34795.jpg,1,12,6,7,1
34796.jpg,0,,,,0
34810.jpg,1,12,8,6,1
34824.jpg,0,,,,0
34831.jpg,1,12,11,7,0
34833.jpg,0,,,,0
34836.jpg,0,,,,0
34840.jpg,0,,,,1
34855.jpg,0,,,,0
34859.jpg,0,,,,0
34873.jpg,0,,,,1
34890.jpg,1,12,8,7,1
34904.jpg,0,,,,1
34907.jpg,0,,,,0
34909.jpg,1,12,11,7,1
34912.jpg,1,12,7,7,1
34919.jpg,0,,,,1
34932.jpg,0,,,,0
34958.jpg,0,,,,0
34963.jpg,1,12,11,7,0
34964.jpg,1,12,10,7,0
34967.jpg,0,,,,1
34971.jpg,1,10,10,3,1
34973.jpg,1,12,8,3,1
34979.jpg,0,,,,0
34984.jpg,0,,,,0
3499.jpg,1,12,6,3,0
34990.jpg,0,,,,0
34993.jpg,1,12,5,8,1
34995.jpg,0,,,,1
35004.jpg,0,,,,0
35005.jpg,0,,,,1
35010.jpg,0,,,,0
35017.jpg,1,12,10,7,1
35023.jpg,1,12,11,7,0
3503.jpg,1,12,10,7,0
35031.jpg,0,,,,0
35037.jpg,0,,,,0
35056.jpg,1,12,5,7,0
35064.jpg,0,,,,0
35066.jpg,0,,,,1
35071.jpg,1,12,10,7,1
35087.jpg,0,,,,0
35091.jpg,1,12,11,3,1
35099.jpg,0,,,,0
35141.jpg,0,,,,0
35161.jpg,0,,,,0
35168.jpg,1,12,10,7,0
3517.jpg,0,,,8,0
35175.jpg,0,,,,0
35181.jpg,0,,,,0
35185.jpg,0,,,,1
35188.jpg,1,12,11,7,0
35189.jpg,0,,,,0
3519.jpg,0,,,,0
35190.jpg,0,,,,0
35202.jpg,0,,,,0
35220.jpg,0,,,,0
35231.jpg,0,,,,1
35240.jpg,1,12,6,3,0
3525.jpg,1,12,13,7,0
35250.jpg,0,,,,0
35261.jpg,1,12,11,3,0
35267.jpg,0,,,,0
35283.jpg,0,,,,1
353.jpg,0,,,7,0
3530.jpg,1,12,10,7,0
35306.jpg,0,,,,0
35307.jpg,0,,,,0
35318.jpg,0,12,5,4,1
35320.jpg,1,12,8,8,0
3533.jpg,0,,,,1
35330.jpg,0,,,,0
35338.jpg,0,,,,1
35343.jpg,0,,,,0
35345.jpg,0,,,,0
35358.jpg,0,,,,0
35369.jpg,0,,,,0
3537.jpg,0,,,,1
35395.jpg,0,12,12,7,0
35399.jpg,0,,,,0
35401.jpg,1,12,11,3,1
35402.jpg,0,,,,0
3541.jpg,0,,,,1
35419.jpg,1,12,10,1,0
35441.jpg,0,,,,0
35443.jpg,0,,,,0
3545.jpg,0,,,,0
35458.jpg,0,,,,0
35461.jpg,0,,,,0
35479.jpg,0,,,,0
35483.jpg,0,,,,0
35499.jpg,0,,,,0
35508.jpg,1,12,11,7,1
35521.jpg,0,,,,0
35535.jpg,0,,,,0
35540.jpg,0,,,,0
35543.jpg,0,,,,0
35556.jpg,0,,,,0
35557.jpg,1,12,11,3,1
35560.jpg,0,,,,0
35567.jpg,0,,,,0
35587.jpg,0,,,,1
35604.jpg,0,,,,0
35622.jpg,0,,,,1
35623.jpg,1,12,11,7,1
35634.jpg,1,12,10,3,0
35644.jpg,0,,,,1
35647.jpg,1,12,10,7,0
35672.jpg,0,,,,1
35675.jpg,1,10,6,7,1
35678.jpg,0,,,,0
35695.jpg,0,,,,0
35723.jpg,0,,,,0
35733.jpg,0,12,12,3,0
35737.jpg,1,12,8,3,1
35747.jpg,0,,,,0
35756.jpg,0,,,,0
35757.jpg,0,,,,1
35773.jpg,0,,,,1
3580.jpg,1,12,8,7,0
35818.jpg,1,12,10,7,0
35819.jpg,0,,,,1
35822.jpg,0,,,,1
35827.jpg,0,,,,1
35831.jpg,0,,,,0
35832.jpg,1,12,11,8,1
35839.jpg,1,12,10,5,1
3587.jpg,0,,,,0
3589.jpg,0,,,,0
35897.jpg,1,,,,0
35899.jpg,0,,,,0
35902.jpg,0,,,,0
35907.jpg,0,,,,0
35911.jpg,1,12,10,7,0
35912.jpg,0,,,,0
35926.jpg,1,12,6,7,0
35937.jpg,0,,,,0
35940.jpg,0,,,,0
35948.jpg,0,,,,0
35974.jpg,0,12,7,7,1
35976.jpg,0,,,,0
35978.jpg,0,,,,1
35984.jpg,0,,,,0
35986.jpg,0,,,,0
36001.jpg,1,12,10,7,1
36055.jpg,0,,,,1
3608.jpg,0,,,,0
361.jpg,0,,,,0
36119.jpg,0,,,,0
36155.jpg,0,,,,0
36169.jpg,0,,,,1
36188.jpg,0,,,,0
36190.jpg,0,,,,0
36214.jpg,0,,,,0
36216.jpg,1,12,8,8,1
3622.jpg,0,,,,0
36224.jpg,0,,,,0
36225.jpg,0,,,,0
36234.jpg,0,,,,0
36238.jpg,1,12,8,3,0
36242.jpg,0,,,,0
36244.jpg,0,,,,0
36251.jpg,0,,,,1
36262.jpg,0,,,,1
36278.jpg,1,12,12,8,0
3628.jpg,0,,,,0
36282.jpg,1,12,6,7,0
36293.jpg,0,,,,0
36297.jpg,0,,,,0
36300.jpg,0,12,12,3,1
36307.jpg,0,,,,1
36318.jpg,1,12,8,8,0
36332.jpg,1,12,11,7,1
36334.jpg,1,12,11,1,1
3636.jpg,0,,,,0
36362.jpg,0,10,7,3,0
36364.jpg,1,12,10,7,0
36373.jpg,0,,,,0
36379.jpg,0,,,,0
36383.jpg,0,,,,0
36391.jpg,0,,,,1
36411.jpg,1,12,11,7,1
36412.jpg,1,11,12,3,1
36437.jpg,1,12,6,7,1
36476.jpg,0,,,,0
36487.jpg,0,,,,1
36507.jpg,1,12,6,3,1
36545.jpg,0,,,,0
36548.jpg,0,,,,0
36558.jpg,0,,,,0
36565.jpg,0,,,,0
36578.jpg,0,,,,1
36612.jpg,1,10,11,7,0
36626.jpg,0,,,,1
36650.jpg,1,12,10,7,0
36651.jpg,0,,,,1
36659.jpg,1,12,10,7,1
36663.jpg,0,,,,0
36666.jpg,0,,,,0
36667.jpg,0,,,,0
36668.jpg,0,,,,0
36669.jpg,1,12,13,7,0
36684.jpg,0,,,,0
36686.jpg,0,,,,1
36702.jpg,0,,,,0
36707.jpg,1,12,12,8,1
36714.jpg,0,,,,0
36724.jpg,0,,,,0
36746.jpg,1,12,11,7,0
36748.jpg,0,,,,0
36759.jpg,0,,,,0
3676.jpg,0,,,,1
36779.jpg,0,,,,0
36789.jpg,1,12,10,7,0
3679.jpg,0,,,,1
36790.jpg,0,12,12,3,1
36799.jpg,1,12,13,3,1
36800.jpg,0,,,,0
36809.jpg,1,12,13,7,1
3681.jpg,0,,,,1
36812.jpg,0,,,,0
36816.jpg,0,,,,1
36817.jpg,0,,,,0
36819.jpg,0,,,,0
3682.jpg,0,,,,0
36820.jpg,1,12,12,5,1
36823.jpg,0,,,,0
3683.jpg,0,,,,0
36854.jpg,0,,,,0
36855.jpg,0,,,,0
36858.jpg,0,,,,0
36870.jpg,0,,,,0
3688.jpg,0,,,,1
36890.jpg,0,,,,0
36897.jpg,1,12,8,3,0
36905.jpg,0,,,,0
36909.jpg,0,,,,0
3691.jpg,0,,,,0
36915.jpg,1,12,10,7,0
36918.jpg,0,,,,0
36919.jpg,0,,,,0
36928.jpg,0,,,,1
36942.jpg,0,,,,0
36944.jpg,0,,,,1
36957.jpg,1,12,11,7,1
36971.jpg,0,,,,0
36978.jpg,0,,,,0
36979.jpg,0,,,,1
36987.jpg,1,12,6,7,0
3699.jpg,0,,,,0
36996.jpg,1,12,11,3,0
3701.jpg,1,12,10,1,0
37033.jpg,1,12,6,8,1
37036.jpg,0,,,,0
37040.jpg,0,,,,1
37047.jpg,1,12,12,8,1
37052.jpg,0,,,,0
37071.jpg,1,12,6,7,0
37072.jpg,1,12,10,7,0
37085.jpg,1,12,6,7,1
371.jpg,0,,,,0
37105.jpg,0,,,,1
37116.jpg,1,12,13,3,0
37118.jpg,1,12,11,7,1
37123.jpg,0,,,,0
37142.jpg,1,12,6,7,1
37150.jpg,0,,,,1
37155.jpg,1,12,11,7,0
37159.jpg,0,,,,0
37165.jpg,0,,,,0
37168.jpg,0,,,,0
37169.jpg,1,12,10,1,0
3718.jpg,0,,,,1
3720.jpg,0,,,,0
37261.jpg,1,12,8,7,0
37264.jpg,1,12,11,7,1
37268.jpg,0,,,,1
37270.jpg,0,12,12,3,1
37274.jpg,0,,,,0
37277.jpg,0,,,,1
3728.jpg,0,,,,0
37287.jpg,0,,,,0
37290.jpg,0,,,,0
37300.jpg,0,,,,0
37313.jpg,1,12,13,7,1
37349.jpg,0,,,,0
37351.jpg,0,,,,0
37355.jpg,0,,,,0
37381.jpg,0,,,,0
37384.jpg,0,,,,0
37386.jpg,0,,,,0
37393.jpg,0,,,,0
37401.jpg,0,,,,0
37403.jpg,0,,,,0
37406.jpg,0,,,,0
37407.jpg,0,,,,0
37409.jpg,0,,,,0
37419.jpg,0,,,,0
37422.jpg,0,,,,0
37426.jpg,0,,,,0
37434.jpg,1,12,6,7,1
37445.jpg,0,,,,0
37458.jpg,0,,,,1
37471.jpg,0,,,,0
37482.jpg,0,,,,0
37486.jpg,0,,,,1
37488.jpg,1,11,12,3,0
37490.jpg,0,,,,0
37491.jpg,0,,,,0
37493.jpg,0,,,,0
37495.jpg,0,,,,0
37497.jpg,0,,,,0
37500.jpg,1,12,13,7,0
37522.jpg,0,,,,0
37524.jpg,1,12,6,7,1
37526.jpg,0,,,,0
37536.jpg,0,,,,0
37552.jpg,0,,,,0
37556.jpg,0,,,,0
37563.jpg,0,,,,0
37564.jpg,1,12,10,7,0
37579.jpg,0,,,,0
37580.jpg,0,,,,0
37582.jpg,0,,,,0
37595.jpg,0,,,,0
3762.jpg,0,,,,1
37627.jpg,0,,,,0
3765.jpg,0,,,,0
37651.jpg,1,12,10,3,0
37657.jpg,1,12,10,7,1
37658.jpg,0,,,,0
37663.jpg,0,,,,0
37674.jpg,0,,,,0
37676.jpg,1,12,10,1,0
37680.jpg,0,,,,0
37691.jpg,0,,,,1
37700.jpg,0,,,,1
37703.jpg,1,12,11,3,0
37704.jpg,0,,,,0
37710.jpg,0,,,,0
37712.jpg,0,,,,1
37714.jpg,0,,,,0
37720.jpg,0,,,,0
37727.jpg,0,,,,0
