Pic_id,MetaphorOccurrence,TargetCategory,SourceCategory,MetaphoricalSenseCategory,SentimentCategory,,
1079,0,,,,1,,
1080,1,12,12,7,1,,
1081,1,12,12,5,-1,,
1082,1,12,11,5,1,,
1083,0,,,,1,,
1084,0,,,,1,,
1085,0,,,,1,,
1086,1,10,12,8,1,,
1087,0,,,,1,,
1088,0,,,,1,,
1089,0,,,,0,,
1090,0,,,,-1,,
1091,0,,,,0,,
1092,0,,,,1,,
1093,1,12,12,5,1,,
1094,0,,,,1,,
1095,0,,,,-1,,
1096,1,12,10,5,1,,
1097,1,12,12,5,-1,,
1098,0,,,,1,,
1099,0,,,,1,,
1100,1,10,11,5,1,,
1101,1,12,12,5,0,,
1102,0,,,,-1,,
1103,0,,,,1,,
1104,1,12,12,5,1,,
1105,0,,,,0,,
1106,1,11,13,5,1,,
1107,1,11,5,7,1,,
1108,1,12,12,5,0,,
1109,1,12,12,5,-1,,
1110,1,12,12,5,0,,
1111,0,,,,1,,
1112,1,12,11,5,1,,
1113,0,,,,1,,
1114,0,,,,1,,
1115,1,12,10,5,-1,,
1116,0,,,,1,,
1117,0,,,,0,,
1118,0,,,,1,,
1119,1,11,12,5,-1,,
1120,1,12,11,5,1,,
1121,0,,,,1,,
1122,0,,,,1,,
1123,1,7,12,5,-1,,
1124,1,12,12,5,1,,
1125,1,6,12,5,1,,
1126,1,7,5,7,1,,
1127,1,12,7,5,0,,
1128,0,,,,0,,
1129,0,,,,0,,
1130,0,,,,0,,
1131,0,,,,0,,
1132,1,11,11,5,-1,,
1133,0,,,,1,,
1134,0,,,,0,,
1135,1,12,11,5,1,,
1136,1,12,12,5,0,,
1137,0,,,,0,,
1138,1,12,12,5,-1,,
1139,0,,,,1,,
1140,0,,,,0,,
1141,0,,,,-1,,
1142,0,,,,1,,
1143,1,12,6,5,1,,
1144,0,,,,1,,
1145,1,12,11,5,1,,
1146,1,12,10,7,1,,
1147,0,,,,0,,
1148,1,12,12,5,0,,
1149,0,,,,-1,,
1150,0,,,,-1,,
1151,0,,,,1,,
1152,0,,,,1,,
1153,1,12,12,5,-1,,
1154,0,,,,0,,
1155,0,,,,1,,
1156,0,,,,0,,
1157,0,,,,1,,
1158,1,12,12,5,0,,
1159,1,12,12,5,1,,
1160,1,12,10,5,0,,
1161,0,,,,1,,
1162,0,,,,0,,
1163,0,,,,-1,,
1164,0,,,,-1,,
1165,1,11,7,5,1,,
1166,0,,,,-1,,
1167,0,,,,1,,
1168,0,,,,0,,
1169,1,10,10,7,1,,
1170,0,,,,-1,,
1171,1,12,6,5,1,,
1172,0,,,,1,,
1173,0,,,,-1,,
1174,1,12,6,5,1,,
1175,0,,,,1,,
1176,0,,,,-1,,
1177,0,,,,1,,
1178,0,,,,1,,
1179,1,10,8,8,1,,
1180,0,,,,1,,
1181,1,7,12,5,0,,
1182,1,12,7,7,1,,
1183,0,,,,0,,
1184,1,12,12,5,-1,,
1185,0,,,,1,,
1186,0,,,,0,,
1187,0,,,,-1,,
1188,1,12,5,7,1,,
1189,1,11,12,5,1,,
1190,1,10,12,5,-1,,
1191,0,,,,-1,,
1192,0,,,,1,,
1193,1,10,12,3,1,,
1194,0,,,,1,,
1195,0,,,,0,,
1196,1,7,13,5,1,,
1197,0,,,,1,,
1198,0,,,,0,,
1199,0,,,,1,,
1200,0,,,,1,,
1201,0,,,,0,,
1202,0,,,,1,,
1203,0,,,,1,,
1204,0,,,,0,,
1205,0,,,,1,,
1206,1,6,10,5,1,,
1207,0,,,,-1,,
1208,1,10,11,5,0,,
1209,1,12,5,7,0,,
1210,0,,,,1,,
1211,1,10,12,3,1,,
1212,0,,,,0,,
1213,1,12,12,7,0,,
1214,1,10,12,7,1,,
1215,0,,,,1,,
1216,0,,,,-1,,
1217,0,,,,-1,,
1218,1,12,6,5,1,,
1219,0,,,,1,,
1220,0,,,,1,,
1221,0,,,,0,,
1222,1,12,11,5,1,,
1223,0,,,,0,,
1224,0,,,,1,,
1225,0,,,,-1,,
1226,0,,,,1,,
1227,0,,,,1,,
1228,1,8,11,5,0,,
1229,0,,,,1,,
1230,0,,,,1,,
1231,1,7,12,3,1,,
1232,1,12,12,5,-1,,
1233,1,10,11,8,0,,
1234,0,,,,1,,
1235,0,,,,1,,
1236,1,12,6,7,1,,
1237,1,12,6,5,-1,,
1238,0,,,,-1,,
1239,1,8,7,5,-1,,
1240,0,,,,1,,
1241,1,12,12,5,-1,,
1242,1,12,11,5,1,,
1243,1,12,12,5,1,,
1244,1,12,6,8,1,,
1245,1,12,12,5,-1,,
1246,0,,,,0,,
1247,0,,,,1,,
1248,1,12,11,3,1,,
1249,1,11,6,5,1,,
1250,0,,,,1,,
1251,0,,,,1,,
1252,1,12,10,8,1,,
1253,0,,,,0,,
1254,0,,,,-1,,
1255,0,,,,1,,
1256,0,,,,-1,,
1257,0,,,,-1,,
1258,0,,,,-1,,
1259,1,12,11,7,0,,
1260,1,8,4,7,1,,
1261,1,7,12,8,0,,
1262,1,4,12,5,1,,
1263,0,,,,1,,
1264,0,,,,1,,
1265,1,12,12,5,-1,,
1266,0,,,,-1,,
1267,0,,,,0,,
1268,0,,,,-1,,
1269,1,12,12,5,0,,
1270,0,,,,1,,
1271,0,,,,-1,,
1272,1,12,12,5,-1,,
1273,1,11,12,5,1,,
1274,0,,,,-1,,
1275,1,10,11,8,1,,
1276,1,12,12,5,-1,,
1277,0,,,,1,,
1278,0,,,,-1,,
1279,1,12,6,5,1,,
1280,1,12,12,5,-1,,
1281,1,12,12,3,0,,
1282,0,,,,-1,,
1283,1,12,12,5,1,,
1284,1,12,5,7,-1,,
1285,0,,,,0,,
1286,0,,,,1,,
1287,0,,,,1,,
1288,1,12,6,3,1,,
1289,0,,,,1,,
1290,0,,,,1,,
1291,1,12,12,5,-1,,
1292,0,,,,1,,
1293,1,9,12,5,-1,,
1294,0,,,,1,,
1295,1,12,11,5,0,,
1296,0,,,,-1,,
1297,1,11,5,8,-1,,
1298,0,,,,-1,,
1299,0,,,,1,,
1300,0,,,,1,,
1301,0,,,,0,,
1302,0,,,,1,,
1303,1,11,11,8,1,,
1304,0,,,,1,,
1305,1,10,12,5,-1,,
1306,1,12,9,5,-1,,
1307,0,,,,-1,,
1308,0,,,,-1,,
1309,1,10,12,5,0,,
1310,0,,,,0,,
1311,1,5,7,7,1,,
1312,1,12,6,5,1,,
1313,1,12,12,5,-1,,
1314,1,12,10,5,1,,
1315,1,12,11,5,1,,
1316,1,12,12,7,0,,
1317,1,7,11,5,-1,,
1318,0,,,,-1,,
1319,0,,,,1,,
1320,0,,,,-1,,
1321,0,,,,-1,,
1322,0,,,,1,,
1323,0,,,,0,,
1324,0,,,,-1,,
1325,0,,,,-1,,
1326,1,11,6,7,1,,
1327,1,10,10,5,1,,
1328,1,4,12,8,1,,
1329,0,,,,1,,
1330,1,12,12,5,-1,,
1331,1,5,11,8,-1,,
1332,0,,,,-1,,
1333,0,,,,1,,
1334,0,,,,-1,,
1335,0,,,,1,,
1336,1,9,9,7,-1,,
1337,1,11,12,5,-1,,
1338,0,,,,1,,
1339,1,9,9,5,-1,,
1340,1,9,9,5,-1,,
1341,0,,,,1,,
1342,1,12,12,5,-1,,
1343,1,11,12,5,-1,,
1344,1,10,12,5,0,,
1345,0,,,,1,,
1346,0,,,,-1,,
1347,0,,,,0,,
1348,0,,,,1,,
1349,0,,,,-1,,
1350,0,,,,1,,
1351,0,,,,-1,,
1352,1,12,11,5,1,,
1353,1,10,4,8,-1,,
1354,0,,,,1,,
1355,0,,,,1,,
1356,1,12,13,3,1,,
1357,1,12,6,7,0,,
1358,0,,,,1,,
1359,1,10,12,3,-1,,
1360,0,,,,-1,,
1361,1,7,6,5,1,,
1362,1,11,10,5,1,,
1363,0,,,,-1,,
1364,0,,,,1,,
1365,1,12,10,5,1,,
1366,0,,,,-1,,
1367,0,,,,1,,
1368,1,6,12,5,1,,
1369,0,,,,-1,,
1370,1,6,5,7,1,,
1371,1,12,6,5,1,,
1372,0,,,,-1,,
1373,0,,,,1,,
1374,1,12,11,5,-1,,
1375,0,,,,0,,
1376,0,,,,1,,
1377,0,,,,0,,
1378,1,9,12,8,-1,,
1379,0,,,,0,,
1380,0,,,,-1,,
1381,1,11,11,8,0,,
1382,0,,,,1,,
1383,1,12,12,7,0,,
1384,0,,,,-1,,
1385,0,,,,0,,
1386,0,,,,1,,
1387,0,,,,1,,
1388,0,,,,1,,
1389,1,12,12,5,-1,,
1390,0,,,,1,,
1391,0,,,,1,,
1392,0,,,,1,,
1393,1,12,12,5,-1,,
1394,1,10,8,8,1,,
1395,1,12,12,5,-1,,
1396,0,,,,1,,
1397,0,,,,1,,
1398,0,,,,1,,
1399,0,,,,1,,
1400,1,12,12,5,-1,,
1401,1,12,12,5,-1,,
1402,1,12,13,7,1,,
1403,0,,,,0,,
1404,0,,,,1,,
1405,1,9,12,5,-1,,
1406,0,,,,-1,,
1407,1,12,5,7,-1,,
1408,0,,,,1,,
1409,1,12,12,5,-1,,
1410,0,,,,1,,
1411,0,,,,1,,
1412,0,,,,1,,
1413,0,,,,-1,,
1414,0,,,,-1,,
1415,1,12,10,5,1,,
1416,1,6,7,7,1,,
1417,1,10,5,7,1,,
1418,1,12,9,7,1,,
1419,1,10,11,3,1,,
1420,0,,,,1,,
1421,1,4,6,7,1,,
1422,0,,,,1,,
1423,0,,,,0,,
1424,1,12,6,5,1,,
1425,1,12,12,5,1,,
1426,0,,,,1,,
1427,0,,,,1,,
1428,1,7,13,5,1,,
1429,1,10,9,5,1,,
1430,1,12,12,5,-1,,
1431,1,11,7,5,-1,,
1432,0,,,,-1,,
1433,1,12,12,7,-1,,
1434,0,,,,-1,,
1435,0,,,,0,,
1436,0,,,,1,,
1437,1,12,12,5,1,,
1438,0,,,,-1,,
1439,0,,,,1,,
1440,1,12,12,5,1,,
1441,1,12,6,3,1,,
1442,1,5,10,7,1,,
1443,1,9,9,8,-1,,
1444,0,,,,1,,
1445,0,,,,1,,
1446,1,12,12,5,-1,,
1447,1,12,6,5,1,,
1448,1,6,12,5,-1,,
1449,0,,,,-1,,
1450,0,,,,1,,
1451,1,12,4,7,0,,
1452,1,12,8,5,1,,
1453,1,9,9,5,-1,,
1454,1,12,12,5,-1,,
1455,0,,,,-1,,
1456,0,,,,-1,,
1457,0,,,,1,,
1458,0,,,,0,,
1459,0,,,,1,,
1460,0,,,,-1,,
1461,0,,,,-1,,
1462,1,7,12,5,0,,
1463,1,11,12,5,-1,,
1464,1,12,12,5,0,,
1465,0,,,,0,,
1466,1,12,12,3,-1,,
1467,1,12,12,5,-1,,
1468,0,,,,1,,
1469,1,11,12,3,0,,
1470,0,,,,1,,
1471,1,9,12,5,-1,,
1472,0,,,,1,,
1473,1,4,9,8,-1,,
1474,0,,,,1,,
1475,0,,,,0,,
1476,0,,,,-1,,
1477,1,12,6,5,1,,
1478,0,,,,1,,
1479,0,,,,1,,
1480,0,,,,-1,,
1481,1,12,12,3,-1,,
1482,1,12,6,5,1,,
1483,1,7,12,5,1,,
1484,1,12,13,5,0,,
1485,0,,,,-1,,
1486,0,,,,0,,
1487,0,,,,1,,
1488,1,12,11,3,1,,
1489,1,12,10,3,0,,
1490,0,,,,0,,
1491,0,,,,1,,
1492,1,5,8,5,-1,,
1493,1,6,12,5,-1,,
1494,0,,,,1,,
1495,1,9,9,3,-1,,
1496,1,12,6,3,1,,
1497,0,,,,0,,
1498,1,9,12,8,-1,,
1499,0,,,,1,,
1500,0,,,,-1,,
1501,1,7,6,5,1,,
1502,0,,,,0,,
1503,1,11,6,5,-1,,
1504,0,,,,-1,,
1505,1,12,6,8,1,,
1506,0,,,,-1,,
1507,1,12,12,7,0,,
1508,1,12,12,5,-1,,
1509,1,7,6,5,1,,
1510,0,,,,0,,
1511,0,,,,1,,
1512,0,,,,0,,
1513,1,9,9,3,-1,,
1514,0,,,,1,,
1515,1,12,6,5,1,,
1516,1,5,11,5,1,,
1517,0,,,,-1,,
1518,0,,,,1,,
1519,1,12,12,3,-1,,
1520,1,12,12,5,0,,
1521,0,,,,1,,
1522,0,,,,-1,,
1523,1,5,6,5,1,,
1524,1,5,12,7,-1,,
1525,1,9,9,3,-1,,
1526,0,,,,0,,
1527,0,,,,1,,
1528,0,,,,0,,
1529,1,12,12,5,-1,,
1530,1,12,5,3,0,,
1531,0,,,,1,,
1532,1,9,9,3,-1,,
1533,1,8,11,7,-1,,
1534,1,12,12,5,-1,,
1535,0,,,,1,,
1536,1,7,12,5,1,,
1537,0,,,,1,,
1538,0,,,,1,,
1539,1,3,9,7,1,,
1540,1,9,9,5,-1,,
1541,0,,,,-1,,
1542,1,12,12,3,-1,,
1543,1,12,12,5,-1,,
1544,0,,,,1,,
1545,0,,,,0,,
1546,0,,,,-1,,
1547,1,12,11,5,1,,
1548,1,7,13,5,0,,
1549,0,,,,0,,
1550,0,,,,1,,
1551,0,,,,1,,
1552,0,,,,1,,
1553,1,12,13,5,1,,
1554,0,,,,1,,
1555,0,,,,1,,
1556,1,9,9,3,-1,,
1557,0,,,,1,,
1558,1,9,9,3,-1,,
1559,1,12,8,5,-1,,
1560,1,9,9,3,-1,,
1561,1,9,9,3,-1,,
1562,0,,,,0,,
1563,0,,,,0,,
1564,0,,,,1,,
1565,1,9,9,3,-1,,
1566,1,10,11,5,1,,
1567,1,9,9,3,-1,,
1568,0,,,,0,,
1569,0,,,,1,,
1570,1,12,12,5,-1,,
1571,0,,,,-1,,
1572,0,,,,1,,
1573,1,11,6,5,1,,
1574,1,12,12,3,-1,,
1575,0,,,,0,,
1576,1,12,11,5,-1,,
1577,1,9,12,8,-1,,
1578,1,12,6,5,0,,
1579,1,12,12,5,-1,,
1580,1,12,12,3,-1,,
1581,0,,,,1,,
1582,0,,,,0,,
1583,1,11,10,5,1,,
1584,1,12,6,5,0,,
1585,0,,,,0,,
1586,0,,,,-1,,
1587,0,,,,0,,
1588,0,,,,1,,
1589,0,,,,0,,
1590,0,,,,-1,,
1591,1,11,6,5,1,,
1592,1,11,6,5,1,,
1593,0,,,,0,,
1594,1,10,11,5,1,,
1595,1,9,9,3,-1,,
1596,1,9,9,5,-1,,
1597,0,,,,-1,,
1598,1,11,11,5,0,,
1599,1,12,3,5,-1,,
1600,0,,,0,-1,,
1601,1,11,12,8,-1,,
1602,1,7,11,8,0,,
1603,0,,,,1,,
1604,0,,,,1,,
1605,1,7,12,5,-1,,
1606,1,7,6,5,0,,
1607,0,,,,0,,
1608,1,10,11,5,1,,
1609,1,10,13,5,1,,
1610,0,,,,0,,
1611,1,10,12,3,-1,,
1612,1,12,11,3,1,,
1613,0,,,,1,,
1614,0,,,,1,,
1615,0,,,,1,,
1616,0,,,,1,,
1617,1,12,12,3,-1,,
1618,1,11,6,5,1,,
1619,1,11,12,8,-1,,
1620,1,12,5,5,1,,
1621,1,11,11,3,1,,
1622,0,,,8,1,,
1623,0,,,,0,,
1624,0,,,,1,,
1625,1,5,12,8,0,,
1626,1,12,12,3,-1,,
1627,0,,,5,1,,
1628,0,,,,1,,
1629,0,,,,1,,
1630,0,,,,1,,
1631,0,,,,0,,
1632,1,12,11,3,-1,,
1633,0,,,3,-1,,
1634,0,,,,1,,
1635,1,11,12,5,1,,
1636,1,10,9,8,-1,,
1637,0,,,,1,,
1638,0,,,,1,,
1639,0,,,,-1,,
1640,0,,,,1,,
1641,0,,,,0,,
1642,1,12,12,5,-1,,
1643,0,,,,1,,
1644,0,,,,-1,,
1645,0,,,,1,,
1646,0,,,,1,,
1647,0,,,,-1,,
1648,0,,,,-1,,
1649,0,,,,1,,
1650,0,,,,0,,
1651,0,,,,1,,
1652,1,12,11,5,0,,
1653,0,,,,0,,
1654,1,12,12,5,-1,,
1655,1,11,12,3,1,,
1656,1,10,12,3,1,,
1657,1,12,11,5,1,,
1658,0,,,,1,,
1659,0,,,,1,,
1660,0,,,,1,,
1661,1,12,12,5,0,,
1662,0,,,5,1,,
1663,1,12,12,5,0,,
1664,1,11,12,3,1,,
1665,0,,,3,0,,
1666,1,12,12,3,-1,,
1667,0,,,,1,,
1668,1,11,12,5,1,,
1669,0,,,,1,,
1670,1,12,11,5,-1,,
1671,1,12,6,5,1,,
1672,0,,,,1,,
1673,0,,,,1,,
1674,1,12,6,5,1,,
1675,1,12,12,5,-1,,
1676,1,12,7,5,-1,,
1677,0,,,,0,,
1678,0,,,,0,,
1679,0,,,,1,,
1680,0,,,,1,,
1681,0,,,,1,,
1682,0,,,,-1,,
1683,1,12,12,5,-1,,
1684,1,12,11,5,0,,
1685,0,,,3,1,,
1686,1,12,10,5,1,,
1687,0,,,,1,,
1688,1,12,12,5,-1,,
1689,0,,,,0,,
1690,0,,,,0,,
1691,0,,,,-1,,
1692,0,,,,0,,
1693,0,,,,1,,
1694,0,,,,1,,
1695,0,,,,1,,
1696,1,11,12,5,1,,
1697,1,11,12,5,-1,,
1698,0,,,,1,,
1699,1,12,12,5,-1,,
1700,1,6,12,5,1,,
1701,0,,,,1,,
1702,1,4,12,8,-1,,
1703,0,,,,1,,
1704,0,,,,1,,
1705,0,,,,1,,
1706,1,11,12,5,-1,,
1707,1,11,11,5,1,,
1708,1,12,11,5,1,,
1709,1,12,12,5,1,,
1710,1,12,6,,1,,
1711,1,11,11,5,1,,
1712,0,,,,1,,
1713,1,6,11,5,-1,,
1714,0,,,,1,,
1715,1,5,11,5,1,,
1716,0,,,8,-1,,
1717,1,6,11,,1,,
1718,0,,,,-1,,
1719,1,11,12,5,1,,
1720,0,,,,-1,,
1721,1,11,12,5,1,,
1722,1,12,12,3,-1,,
1723,1,2,12,5,1,,
1724,0,,,5,1,,
1725,1,4,6,3,1,,
1726,0,,,,0,,
1727,1,12,12,8,-1,,
1728,0,,,,-1,,
1729,1,2,12,5,-1,,
1730,1,4,11,8,1,,
1731,1,12,4,8,-1,,
1732,1,6,7,5,1,,
1733,0,,,,-1,,
1734,1,12,11,5,0,,
1735,0,,,,-1,,
1736,0,,,,1,,
1737,0,,,,-1,,
1738,0,,,,1,,
1739,0,,,,-1,,
1740,0,,,,1,,
1741,0,,,,1,,
1742,1,11,12,5,1,,
1743,1,12,8,5,-1,,
1744,0,,,,1,,
1745,0,,,,0,,
1746,0,,,,1,,
1747,1,12,11,,1,,
1748,0,,,,1,,
1749,0,,,,1,,
1750,0,,,8,1,,
1751,0,,,,1,,
1752,0,,,,1,,
1753,1,7,12,8,-1,,
1754,0,,,,-1,,
1755,0,,,,-1,,
1756,0,,,,-1,,
1757,0,,,,0,,
1758,0,,,,0,,
1759,0,,,,1,,
1760,0,,,,1,,
1761,1,7,10,5,-1,,
1762,1,12,3,5,-1,,
1763,0,,,3,1,,
1764,1,12,12,5,-1,,
1765,0,,,,1,,
1766,0,,,,-1,,
1767,1,11,12,7,0,,
1768,1,12,12,3,-1,,
1769,1,6,12,3,1,,
1770,1,12,11,5,1,,
1771,0,,,3,-1,,
1772,0,,,,-1,,
1773,1,12,12,5,-1,,
1774,1,11,11,5,1,,
1775,0,,,,0,,
1776,1,12,10,5,-1,,
1777,0,,,,0,,
1778,0,,,,1,,
1779,1,12,12,5,-1,,
1780,0,,,,1,,
1781,1,12,12,3,-1,,
1782,0,,,8,0,,
1783,0,,,,-1,,
1784,0,,,,1,,
1785,0,,,,0,,
1786,1,5,11,7,1,,
1787,1,7,11,8,0,,
1788,1,11,7,5,1,,
1789,1,12,12,5,-1,,
1790,0,,,,-1,,
1791,0,,,,-1,,
1792,0,,,,-1,,
1793,0,,,,1,,
1794,1,12,12,3,-1,,
1795,1,6,3,5,1,,
1796,1,12,11,5,-1,,
1797,1,11,12,5,1,,
1798,0,,,,1,,
1799,0,,,,1,,
1800,1,3,12,5,0,,
1801,0,7,11,5,1,,
1802,1,12,11,5,1,,
1803,0,,,,1,,
1804,0,,,,1,,
1805,1,6,12,5,0,,
1806,1,11,11,5,1,,
1807,0,,,,1,,
1808,0,,,,0,,
1809,0,,,,0,,
1810,1,11,11,5,1,,
1811,0,,,,0,,
1812,0,,,,-1,,
1813,1,12,12,5,-1,,
1814,0,,,,-1,,
1815,0,,,,1,,
1816,0,,,,1,,
1817,1,12,5,5,-1,,
1818,0,,,,1,,
1819,0,,,,0,,
1820,0,11,4,5,1,,
1821,0,,,,0,,
1822,1,12,12,5,1,,
1823,0,,,,1,,
1824,1,12,11,5,1,,
1825,1,4,3,8,-1,,
1826,0,,,,1,,
1827,1,11,12,5,1,,
1828,0,,,,-1,,
1829,0,,,,-1,,
1830,0,,,,1,,
1831,0,,,,1,,
1832,0,,,,-1,,
1833,0,,,,1,,
1834,0,,,,1,,
1835,0,,,,-1,,
1836,0,,,,-1,,
1837,0,,,,1,,
1838,1,5,12,7,-1,,
1839,0,,,,1,,
1840,1,12,5,7,-1,,
1841,0,,,,-1,,
1842,0,,,,1,,
1843,1,12,9,8,-1,,
1844,0,,,,0,,
1845,0,,,,1,,
1846,1,11,12,7,-1,,
1847,1,12,12,3,-1,,
1848,1,12,5,5,-1,,
1849,1,12,12,5,-1,,
1850,0,,,,0,,
1851,0,,,,-1,,
1852,1,12,11,5,1,,
1853,0,,,,0,,
1854,0,,,,0,,
1855,0,,,,0,,
1856,1,5,12,5,-1,,
1857,0,,,,1,,
1858,0,,,,1,,
1859,0,,,,0,,
1860,1,12,11,5,1,,
1861,1,12,5,5,0,,
1862,0,,,,-1,,
1863,0,,,,1,,
1864,0,,,,1,,
1865,1,12,12,5,-1,,
1866,1,12,11,5,1,,
1867,1,12,12,5,-1,,
1868,0,,,,0,,
1869,0,,,,-1,,
1870,0,,,,1,,
1871,0,,,,1,,
1872,0,,,,1,,
1873,0,,,,-1,,
1874,0,,,,1,,
1875,1,3,12,5,1,,
1876,1,12,12,5,-1,,
1877,1,3,7,5,-1,,
1878,0,,,,1,,
1879,1,12,12,5,-1,,
1880,1,12,11,5,1,,
1881,0,,,,1,,
1882,0,,,,-1,,
1883,1,11,11,5,1,,
1884,0,,,,1,,
1885,1,11,10,5,-1,,
1886,0,,,,-1,,
1887,0,,,,-1,,
1888,0,,,,1,,
1889,0,,,,1,,
1890,0,,,,-1,,
1891,0,,,,1,,
1892,1,6,7,5,1,,
1893,1,12,12,5,-1,,
1894,1,12,12,5,-1,,
1895,0,,,,-1,,
1896,1,6,12,5,1,,
1897,0,,,,-1,,
1898,0,,,,1,,
1899,1,12,11,5,1,,
1900,0,,,8,0,,
1901,0,,,,1,,
1902,0,,,,0,,
1903,0,,,,1,,
1904,1,10,4,8,-1,,
1905,0,,,,0,,
1906,1,12,11,3,1,,
1907,1,12,11,5,1,,
1908,1,12,12,5,-1,,
1909,1,10,12,3,-1,,
1910,1,12,12,5,-1,,
1911,0,,,,1,,
1912,0,,,,1,,
1913,0,,,,1,,
1914,1,4,11,8,1,,
1915,1,12,10,5,1,,
1916,0,,,,1,,
1917,1,12,11,5,1,,
1918,1,12,12,5,-1,,
1919,1,11,10,5,1,,
1920,0,,,,1,,
1921,1,10,12,5,0,,
1922,0,,,,0,,
1923,0,,,,0,,
1924,0,,,,0,,
1925,1,12,11,7,1,,
1926,1,12,12,3,-1,,
1927,1,12,12,5,-1,,
1928,1,12,12,5,-1,,
1929,1,11,8,5,-1,,
1930,1,12,10,5,1,,
1931,1,11,8,5,-1,,
1932,1,12,11,5,1,,
1933,1,11,12,5,-1,,
1934,0,,,,-1,,
1935,0,,,,1,,
1936,0,,,,1,,
1937,0,,,,1,,
1938,0,,,,0,,
1939,1,3,7,5,0,,
1940,0,,,,-1,,
1941,1,11,11,5,1,,
1942,0,,,3,-1,,
1943,1,12,5,5,-1,,
1944,0,,,,0,,
1945,1,11,11,5,1,,
1946,1,11,5,5,1,,
1947,1,11,10,8,-1,,
1948,0,,,,0,,
1949,0,,,,1,,
1950,1,5,11,7,1,,
1951,0,,,,0,,
1952,0,,,,0,,
1953,0,,,,1,,
1954,1,11,12,5,1,,
1955,0,,,3,1,,
1956,0,,,,0,,
1957,1,5,8,5,-1,,
1958,0,,,,1,,
1959,1,12,12,3,-1,,
1960,1,12,10,5,-1,,
1961,1,12,12,5,-1,,
1962,0,,,,-1,,
1963,0,,,,1,,
1964,0,,,,1,,
1965,0,,,,-1,,
1966,0,,,,1,,
1967,0,,,,1,,
1968,1,3,7,5,1,,
1969,0,,,,0,,
1970,0,,,,1,,
1971,0,,,,-1,,
1972,1,6,12,5,1,,
1973,1,12,12,5,-1,,
1974,1,11,12,5,1,,
1975,0,,,,0,,
1976,1,5,11,5,0,,
1977,0,,,,-1,,
1978,0,,,,-1,,
1979,0,,,,-1,,
1980,0,,,,0,,
1981,1,12,9,5,1,,
1982,0,,,,-1,,
1983,1,11,12,5,-1,,
1984,0,,,,1,,
1985,1,12,12,5,1,,
1986,0,,,,-1,,
1987,1,11,12,5,1,,
1988,1,5,6,7,-1,,
1989,0,,,,-1,,
1990,0,,,,-1,,
1991,0,,,,0,,
1992,1,12,12,5,-1,,
1993,0,,,,0,,
1994,0,,,,1,,
1995,1,11,12,5,-1,,
1996,0,,,,0,,
1997,0,,,,0,,
1998,1,12,12,5,-1,,
1999,1,7,5,5,-1,,
2000,0,,,,1,,
2001,0,,,,-1,,
2002,1,12,12,5,-1,,
2003,0,,,,-1,,
2004,1,3,9,5,1,,
2005,1,11,8,5,-1,,
2006,0,,,,0,,
2007,1,12,12,5,-1,,
2008,0,,,,0,,
2009,0,,,,0,,
2010,0,,,,0,,
2011,1,11,12,5,1,,
2012,1,12,11,5,1,,
2013,0,,,,1,,
2014,1,12,12,5,-1,,
2015,0,,,,0,,
2016,0,,,,0,,
2017,1,12,12,5,-1,,
2018,0,,,,0,,
2019,0,,,,1,,
2020,0,,,,1,,
2021,0,,,,0,,
2022,0,,,,0,,
2023,0,,,,0,,
2024,1,11,6,5,1,,
2025,1,11,12,5,-1,,
2026,0,,,,1,,
2027,0,,,,0,,
2028,0,,,,0,,
2029,1,5,5,5,1,,
2030,0,,,,1,,
2031,0,,,,0,,
2032,1,12,12,5,-1,,
2033,0,,,,0,,
2034,1,12,12,3,-1,,
2035,0,,,,1,,
2036,1,10,5,3,-1,,
2037,1,3,12,5,-1,,
2038,0,,,,1,,
2039,0,,,,1,,
2040,1,6,12,5,-1,,
2041,1,12,12,5,-1,,
2042,0,,,,0,,
2043,1,12,11,5,1,,
2044,1,12,8,7,1,,
2045,1,3,12,5,0,,
2046,1,5,12,7,-1,,
2047,0,,,,0,,
2048,1,11,12,5,0,,
2049,0,,,,-1,,
2050,0,,,,0,,
2051,1,12,12,5,0,,
2052,0,,,,1,,
2053,1,12,12,5,-1,,
2054,1,12,12,8,-1,,
2055,0,,,,1,,
2056,1,12,11,5,1,,
2057,1,12,12,8,0,,
2058,0,,,,1,,
2059,0,12,5,5,0,,
2060,1,12,12,8,0,,
2061,0,,,,0,,
2062,1,11,8,5,-1,,
2063,0,,,,0,,
2064,0,,,,1,,
2065,0,,,,0,,
2066,0,,,,-1,,
2067,0,,,,1,,
2068,1,12,12,5,0,,
2069,1,11,8,8,-1,,
2070,0,,,,0,,
2071,1,12,12,5,-1,,
2072,0,,,,1,,
2073,0,,,,1,,
2074,0,,,,0,,
2075,1,12,12,5,0,,
2076,0,,,,-1,,
2077,0,,,,0,,
2078,1,7,12,5,-1,,
2079,0,,,,0,,
2080,1,12,11,5,1,,
2081,0,,,,0,,
2082,1,11,3,8,-1,,
2083,1,12,12,5,-1,,
2084,0,,,,-1,,
2085,1,12,6,5,1,,
2086,0,,,,0,,
2087,0,,,,-1,,
2088,1,11,13,5,0,,
2089,0,,,,1,,
2090,1,11,5,5,0,,
2091,1,12,6,5,-1,,
2092,1,6,3,5,0,,
2093,1,12,12,7,-1,,
2094,1,7,10,8,-1,,
2095,0,,,,,,
2096,0,,,,1,,
2097,0,,,,,,
